filename,width,height,class,xmin,ymin,xmax,ymax
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1637.jpg,1280,720,sam austin querry,258,135,345,235
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1637.jpg,1280,720,jack sock,945,200,1021,306
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1638.jpg,1280,720,sam austin querry,189,161,268,253
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1638.jpg,1280,720,jack sock,929,203,976,294
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1639.jpg,1280,720,sam austin querry,165,211,243,289
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1639.jpg,1280,720,jack sock,934,209,977,291
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1640.jpg,1280,720,sam austin querry,135,231,218,303
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1640.jpg,1280,720,jack sock,967,208,1041,294
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1641.jpg,1280,720,jack sock,971,214,1030,289
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1641.jpg,1280,720,sam austin querry,178,216,239,255
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1642.jpg,1280,720,sam austin querry,212,204,279,260
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1642.jpg,1280,720,jack sock,994,221,1060,298
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1643.jpg,1280,720,sam austin querry,970,229,1038,300
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1643.jpg,1280,720,sam austin querry,234,227,295,277
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1700.jpg,1280,720,roger federer,506,193,586,290
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1700.jpg,1280,720,rafael nadal,717,195,809,286
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1701.jpg,1280,720,roger federer,590,131,653,245
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1701.jpg,1280,720,rafael nadal,665,230,761,327
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1702.jpg,1280,720,rafael nadal,673,231,781,333
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1733.jpg,1280,720,roger federer,249,1,530,329
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1761.jpg,1280,720,rafael nadal,193,154,285,254
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1761.jpg,1280,720,roger federer,808,253,904,345
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1762.jpg,1280,720,rafael nadal,168,181,253,286
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1762.jpg,1280,720,roger federer,831,208,922,306
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1772.jpg,1280,720,rafael nadal,555,214,583,254
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1772.jpg,1280,720,roger federer,862,199,896,249
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1791.jpg,1280,720,rafael nadal,545,191,593,238
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1791.jpg,1280,720,roger federer,704,178,760,227
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1807.jpg,1280,720,rafael nadal,499,150,585,259
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1808.jpg,1280,720,rafael nadal,473,147,550,262
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1814.jpg,1280,720,roger federer,615,334,744,471
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1815.jpg,1280,720,roger federer,626,306,748,454
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1817.jpg,1280,720,roger federer,581,136,729,271
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1854.jpg,1280,720,roger federer,620,277,789,509
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1855.jpg,1280,720,roger federer,670,241,847,476
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1860.jpg,1280,720,jack sock,666,126,748,231
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1861.jpg,1280,720,jack sock,715,131,789,230
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1912.jpg,1280,720,roger federer,392,323,427,364
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1912.jpg,1280,720,sam austin querry,684,282,721,324
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1912.jpg,1280,720,jack sock,797,342,818,374
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1913.jpg,1280,720,roger federer,422,317,451,373
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1913.jpg,1280,720,rafael nadal,539,359,565,390
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1913.jpg,1280,720,sam austin querry,638,280,674,328
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1920.jpg,1280,720,roger federer,408,305,440,382
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1920.jpg,1280,720,rafael nadal,582,321,632,379
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1920.jpg,1280,720,sam austin querry,700,257,750,328
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1932.jpg,1280,720,sam austin querry,52,163,125,238
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1932.jpg,1280,720,rafael nadal,289,301,302,330
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1932.jpg,1280,720,roger federer,1027,307,1062,344
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\doubles1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1932.jpg,1280,720,jack sock,1082,299,1119,348
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1975.jpg,1280,720,roger federer,961,214,1058,334
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1976.jpg,1280,720,roger federer,876,218,973,336
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1977.jpg,1280,720,roger federer,890,218,999,348
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1978.jpg,1280,720,roger federer,898,185,1023,326
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1979.jpg,1280,720,roger federer,849,197,929,325
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1980.jpg,1280,720,roger federer,763,216,836,331
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1981.jpg,1280,720,roger federer,722,214,818,338
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1982.jpg,1280,720,roger federer,749,220,848,343
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1983.jpg,1280,720,roger federer,773,214,867,343
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1984.jpg,1280,720,roger federer,762,207,831,339
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1985.jpg,1280,720,roger federer,721,231,781,356
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1986.jpg,1280,720,roger federer,689,248,785,367
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 1987.jpg,1280,720,roger federer,699,254,770,358
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 2007.jpg,1280,720,roger federer,462,245,539,335
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 2008.jpg,1280,720,roger federer,513,271,572,347
C:\Users\Abhinaya\Desktop\v1\Nadal-Federer vs Sock-Querrey Laver Cup 2017 (HD) Highlights 2008.jpg,1280,720,rafael nadal,770,336,790,375
C:\Users\Nirjalpa\Desktop\ITU SUBJECTS\capston project\players\photo2.jpg,327,154,sam austin querry,208,8,257,66
